name,trade_name,cvm_code,about,b3_issuer_code,website,main_activity
Construtora Tenda S.A.,Construtora Tenda,21148,"A Construtora Tenda é uma empresa brasileira fundada em Minas Gerais em 1969. A Tenda é considerada uma das maiores empresas com atuação em construções e incorporações do país, com foco na habitação popular de qualidade. A principal atuação da empresa é voltada para as faixas 1,5 e 2 do programa destinado às famílias de classe média baixa, o Minha Casa Minha Vida. A companhia implementou um modelo de negócios em 2013 que envolve lançamento contratado, venda repassada, método construtivo padronizado e venda em lojas próprias. Atualmente, a Construtora Tenda possui empreendimentos em oito regiões metropolitanas do Brasil.",TEND,https://ri.tenda.com,
J.MACEDO S/A,J.MACEDO,21156,,JMCD,http://www.jmacedo.com.br,Industrialização de Massas Alimentícias. Farinhas. Misturas Para Bolo Domésticas. Biscoitos. Sobremesas E Derivados de Trigo.
Brasil Brokers Participações S.A.,Brasil Brokers,21180,,NEXP,http://www.brbrokers.com.br,Participação em Outras Sociedades Que Atuem No Setor Imobiliário.
Banco PAN S.A.,Banco Pan,21199,,BPAN,http://www.bancopan.com.br,Banco Múltiplo Com Carteira Comercial
Eneva S.A.,Eneva,21237,"A Eneva é uma empresa brasileira integrada de energia que atua em diversos setores, como geração de energia elétrica, exploração e produção de petróleo e gás natural, e comercialização de energia elétrica. A empresa surgiu da fusão da MPX Energia e OGX Maranhão, ambas sociedades que pertenciam ao Grupo EBX, de Eike Batista. A empresa possui empreendimentos como o Complexo Termelétrico Parnaíba, Usina Termelétrica Porto de Sergipe I, Central Geradora Termelétrica Fortaleza e Usina Termétrica Jaguatirica II. A Eneva é controlada por acionistas como BTG Pactual, Cambuhy Investimentos, Dynamo e Partners Alpha.",ENEV,https://ri.eneva.com.br,Empresa de Recursos Naturais E de Geração de Energia Elétrica. Integração Vertical Na Geração de Energia Elétrica.
Nutriplant Indústria e Comércio S.A.,Nutriplant,21334,,NUTR,https://ri.nutriplant.com.br/,Industria E Comércio de Fertilizantes Para Agricultura.
OSX Brasil S.A.,OSX Brasil,21342,"A OSX Brasil S.A. é uma empresa do grupo EBX que foi criada em 2009 com o objetivo de fornecer plataformas de petróleo e serviços navais para a OGX, empresa de exploração de petróleo que pertencia ao Grupo EBX na época. A empresa atua nas áreas de construção naval, leasing e serviços operacionais de navios. O primeiro estaleiro da OSX foi proposto para a cidade de Biguaçu, em Santa Catarina, mas acabou sendo construído no Superporto do Açu, no Rio de Janeiro. A empresa entrou em recuperação judicial em 2013 devido a problemas financeiros e cancelamento de encomendas da OGX.",OSXB,https://www.osx.com.br,Equipamentos E Serviços Para A Indústria Offshore de Petróleo E Gás Natural.
Direcional Engenharia S.A.,Direcional,21350,,DIRR,http://www.direcional.com.br/ri,Incorporação. Construção E Comercialização de Imóveis Próprios Ou de Terceiros E Prestação de Serviços de Engenharia.
Companhia CELG de Participações S.A.,CELGPAR,21393,,GPAR,http://ricelgpar.celggt.com/,Participação em Outras Sociedades Como Acionista Ou Sócio-cotista E. Ainda. A Explotação Direta Ou Indireta de Serviços de Energia Elétrica.
Hypera S.A.,Hypera,21431,"A Hypera Pharma é uma empresa farmacêutica brasileira líder em seu segmento, com sede em São Paulo e ações listadas na B3. A companhia atua em três unidades de negócio: consumer health, produtos de prescrição e similares & genéricos. Fundada em 2001 como Prátika Industrial, a empresa expandiu-se através de diversas aquisições e mudou seu nome para Hypermarcas S.A. em 2008, antes de se tornar Hypera Pharma em 2018. A empresa é conhecida por suas aquisições estratégicas, que a ajudaram a se tornar a maior anunciante do mercado publicitário brasileiro em 2017. A Hypera Pharma é uma das principais empresas farmacêuticas do Brasil e continua a crescer e expandir seus negócios.",HYPE,https://ri.hypera.com.br,Fabricacão de Medicamentos Alopáticos Para Uso Humano
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA,LE LIS BLANC,21440,,VSTE,http://www.lelis.com.br,(a) Confecção de Produtos em Geral. Através de Terceiros; (b) Importação E Exportação; (c) Exploração de Comércio E Indústria de Confecção de Produtos em Geral.
Alupar Investimento S.A.,Alupar,21490,"A Alupar é uma holding de controle nacional privado que atua nos segmentos de geração e transmissão de energia elétrica. Fundada em 2007, a empresa desenvolve e investe em projetos de geração e transmissão no Brasil, Colômbia e Peru. A Alupar possui 30 ativos de transmissão de energia, totalizando mais de 7 mil quilômetros de linhas de transmissão, e também atua no segmento de geração de energia elétrica por meio de UHEs, PCHs e parques eólicos. Com uma composição acionária dividida entre a Guarupart e o mercado, a Alupar está presente em diversos países da América Latina.",ALUP,https://ri.alupar.com.br,A Participação em Outras Sociedades Atuantes Nos Setores de Energia E Infra-estrutura. No Brasil Ou No Exterior; A Geração. Transformação. Transporte. A Distribuiçãoe O Comércio de Energia.
UNIDAS S/A,UNIDAS,21555,,UNID,http://www.unidas.com.br,"A Plataforma de Negócios Da Companhia É Composta Pelas Divisões de (i) Terceirização de Frotas. Também Designada ""fleet"". (ii) Aluguel de Carros. Também Designada ""rac"" E (iii) Venda de Seminovos."
"B3 S.A. - Brasil, Bolsa, Bolcão",B3,21610,"A B3 é uma das maiores bolsas de valores do mundo, com sede em São Paulo, Brasil. A empresa é autorregulada e opera sob a supervisão da Comissão de Valores Mobiliários (CVM). A B3 resultou da fusão da Bolsa de Valores, Mercadorias e Futuros de São Paulo (BM&FBOVESPA) com a Central de Custódia e de Liquidação Financeira de Títulos (CETIP) em 2017, que criou uma única plataforma de negociação para ações, títulos, moedas e commodities. Além da sede, a B3 possui outras unidades em São Paulo e escritórios em Londres e Xangai para apoiar as atividades com clientes estrangeiros. A empresa é um importante indicador do mercado financeiro no Brasil, com o Ibovespa sendo o principal índice de referência.",B3SA,https://ri.b3.com.br,Principais Atividades: Administrar Mercados Organizados de Títulos E Valores Mobiliários; Prestar Serviços de Registro. Compensação E Liquidação E de Suporte à Operações de Financiamento
Renova Energia S.A.,Renova Energia,21636,,RNEW,http://www.renovaenergia.com.br,Geração de Energia Por Meio de Fontes Renováveis.
PDG COMPANHIA SECURITIZADORA,PDG SECURIT,21644,,PDGS,http://www.pdg.com.br,Securitização de Recebíveis Imobiliários.
Cielo S.A.,Cielo,21733,"A Cielo é uma empresa brasileira líder no setor de serviços financeiros, atuando como adquirente multi-bandeira, responsável pela captura, transmissão e liquidação financeira de transações com cartões de crédito e débito. Com mais de 1 milhão de clientes em todo o país, a empresa cobre quase 100% do território nacional e é responsável pelo credenciamento do comércio brasileiro a sua rede de pagamentos. Fundada em 1995, a Cielo passou por diversas transformações e lançou novos produtos, como o Visa Electron e Visa Vale, e em 2009, com o fim da exclusividade com a bandeira Visa, a empresa mudou de nome e passou a se chamar Cielo. Atualmente, a empresa é controlada pelo Bradesco e pelo Banco do Brasil.",CIEL,https://ri.cielo.com.br,Empresa Prestadora de Serviços de Adquirência E Meios de Pagamento.
ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,ECO SEC AGRO,21741,,ECOA,http://www.ecoagro.agr.br,Aquisição de Direitos Creditórios Do Agronegócio E Imobiliários Com A Consequente Emissão de Certificados de Recebíveis Do Agronegócio Ou Imóbiliários No Mercado Financeiro E de Capitais.
Fleury S.A.,Fleury,21881,"O Grupo Fleury é uma empresa brasileira de saúde que oferece serviços médicos e medicina diagnóstica. Fundada em 1926 em São Paulo, a empresa se destacou na década de 90 como a primeira a disponibilizar resultados de exames médicos pela internet. O Grupo Fleury tem como estratégia a redução de custos através da produção em larga escala e busca atender a consumidores de diferentes faixas de renda através de múltiplas marcas, ofertando soluções ""integradas"" na área de diagnósticos. Em 2019, passou a ofertar também serviços de consulta médica em clínicas e a domicílio.",FLRY,https://ri.fleury.com.br,(i) Prestação de Serviços Médicos E Medicina Diagnóstica; (ii) Consultoria. Assessoria. Cursos. Gestão de Doenças Crónicas; (iii) Pesquisa E Desenvolvimento; (iv) A Prestação de Serviços A Terceiros
ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,ECON,21903,,,http://www.ecorodovias.com.br,Serviços de Apoio Administrativo E de Engenharia. Exploração Direta Ou Indireta de Negócios de Concessão de Obras E Serviços Públicos.
Mills Estruturas e Serviços de Engenharia S.A.,Mills,22012,"A Mills, fundada em 1952, é uma empresa pioneira e líder no mercado de locação de plataformas elevatórias e construções de alta complexidade no Brasil. A empresa oferece soluções para manutenção, limpeza, edificação, pintura, movimentação de estoque, instalação elétrica e outros tipos de serviços que estão relacionados com trabalho em altura. Seu portfólio de serviços é voltado para vários segmentos, como construção civil, comércio, indústria e setor de infraestrutura. Em 2010 ocorreu a abertura de capital da Mills e em 2019 ocorreu a incorporação da Solaris pela Mills, tornando-se líder em seu segmento de atuação.",MILS,https://ri.mills.com.br,Locação de Máquinas E Equipamentos Pesados / Bens Industriais / Construção E Engenharia / Serviços de Transporte E Logística
JSL S.A.,JSL,22020,"A JSL é uma empresa brasileira de logística, transporte rodoviário de cargas e fretamento, com sede em Mogi das Cruzes, São Paulo. Fundada em 1956 por Julio Simões, a empresa começou transportando hortifrutigranjeiros e depois passou a atuar no transporte para a indústria de papel e celulose e cargas pesadas. Em 2010, foi realizada a abertura de capital na Bolsa de Valores. Atualmente, a empresa atua em diversos ramos, como transportes de cargas gerais, logística e cadeia de suprimentos, armazenagem, distribuição e fretamento, sendo a maior empresa de transporte rodoviário de cargas do Brasil.",JSLG,https://ri.jsl.com.br,
Marisa Lojas S.A.,Lojas Marisa,22055,"A Lojas Marisa é uma rede de moda feminina e lingerie brasileira, presente em todas as regiões do Brasil com aproximadamente 360 lojas. Além de roupas e acessórios femininos, a empresa também oferece produtos para os públicos masculinos e infantis. A Marisa foi pioneira do setor no e-commerce em 1999 e atualmente oferece serviços como Clique e Retire e Cartão Marisa. Em 2019, a empresa passou por uma reformulação interna e apresentou mudanças de produto e comunicação, reforçando a ligação da marca com a moda da mulher brasileira.",AMAR,https://ri.marisa.com.br,Comércio Varejista de Artigos Do Vestuário E Acessórios. Prestação de Serviços de Correspondente Bancário. Intermediação de Negócios E Congêneres. Atuação Como Representante de Seguros.
CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,RT BANDEIRAS,22071,,,http://www.rotadasbandeiras.com.br/ri,Exploração. Sob O Regime de Concessão. Do Sistema Rodoviário Constituído Pela Malha Rodoviária Estadual Do Corredor Dom Pedro I
CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA,METRÔRIO,22144,,,http://ri.metrorio.com.br/,Prestação de Serviços de Transporte Metroviário Na Cidade Do Rio de Janeiro/atividades Correlatas/participação No Capital de Outras Sociedades.
POLO CAPITAL SECURITIZADORA S/A,POLO CAP SEC,22160,,PLSC,http://www.polocapital.com,Setor de Atividade: Securitização de Recebíveis/aquisição E Securitização de Créditos Imobiliários E Hipotecários; Prestação de Serviços Referentes A Operações Nos Mercados Secundários; Emissão de Cri
Afluente Transmissão de Energia Elétrica S.A.,Afluente T,22179,,AFLT,http://www.afluentet.com.br/,Transmissão de Energia Elétrica
Petro Rio S.A.,PetroRio,22187,"A PRIO é uma empresa brasileira de capital aberto que atua na produção de petróleo e gás, investimento e recuperação de ativos em produção, e na gestão eficiente de reservatórios e desenvolvimento de campos maduros. Com uma estratégia de aquisição de novos ativos em produção, a empresa é a maior petroleira privada do Brasil e uma das dez maiores produtoras de petróleo do país. Com a recente aquisição do Campo de Albacora Leste, a PRIO continua a expandir suas operações e a consolidar sua posição no mercado de petróleo e gás.",PRIO,https://ri.prio3.com.br,A Companhia Tem Por Objeto A Participação em Outras Sociedades Como Sócia. Acionista Ou Quotista. No País Ou No Exterior. Desde Que Visando à Consecução de Atividades Relacionadas à Energia.
Alper Consultoria e Corretora de Seguros S.A.,Alper,22217,,APER,http://brin3.com.br/,A Companhia Tem Por Objeto Social A Corretagem E Administração de Seguros de Todos Os Ramos. Participação No Capital Social de Outras Sociedades E Prestação de Serviços de Consultoria Empresarial.
